Modelo,Ano,Preço,KM,Estado
 Hyundai Tucson MPFI GLS 2WD ,2014, R$ 52.999 ,95720,Minas Gerais
 Ford Eco Sport TI-VCT TITANIUM ,2020, R$ 86.799 ,43210,São Paulo
 Hyundai HB20X PREMIUM ,2014, R$ 53.999 ,111250,São Paulo
 Toyota Corolla GLI ,2018, R$ 87.299 ,61677,São Paulo
 Fiat 500 ABARTH TURBO ,2015, R$ 106.999 ,45630,São Paulo
 Volkswagen Spacefox MSI COMFORTLINE ,2015, R$ 51.299 ,81030,São Paulo
 Toyota Corolla XEI ,2018, R$ 101.299 ,53795,Rio de Janeiro
 Ford Focus SE PLUS FASTBACK ,2016, R$ 58.299 ,96000,São Paulo
 Peugeot 208 ACTIVE ,2015, R$ 39.799 ,104400,Minas Gerais
 Mitsubishi Lancer HLE ,2016, R$ 61.799 ,103519,Minas Gerais
 Hyundai HB20S TGDI  EVOLUTION ,2020, R$ 78.799 ,42628,Rio de Janeiro
 Volkswagen Up TSI MOVE UP ,2017, R$ 57.499 ,88999,Minas Gerais
 Chevrolet Onix MPFI LT ,2018, R$ 63.799 ,53730,São Paulo
 Volkswagen Spacefox MSI COMFORTLINE ,2015, R$ 51.299 ,86100,São Paulo
 Toyota Corolla XEI ,2018, R$ 101.499 ,48710,Rio de Janeiro
 Hyundai Tucson MPFI GLS 2WD ,2013, R$ 49.299 ,91519,São Paulo
 Hyundai HB20 COMFORT PLUS ,2019, R$ 67.799 ,38321,São Paulo
 Hyundai HB20 COMFORT PLUS ,2016, R$ 48.799 ,101500,São Paulo
 Hyundai Tucson MPFI GLS 2WD ,2014, R$ 52.799 ,111091,São Paulo
 Chevrolet Onix MPFI LT ,2018, R$ 64.799 ,29000,São Paulo
 Toyota Corolla GLI UPPER ,2018, R$ 88.499 ,72771,São Paulo
 Toyota Corolla XEI ,2018, R$ 100.799 ,61253,Rio de Janeiro
 Hyundai Tucson MPFI GLS 2WD ,2014, R$ 53.299 ,84760,São Paulo
 Chevrolet Prisma MPFI LT ,2015, R$ 45.799 ,84000,São Paulo
 Honda Hr-V TOURING ,2017, R$ 96.799 ,92500,São Paulo
 Fiat Idea MPI ADVENTURE ,2015, R$ 44.499 ,88290,Minas Gerais
 Honda Fit EX ,2019, R$ 85.799 ,27033,Minas Gerais
 Toyota Corolla XEI ,2014, R$ 67.299 ,92417,São Paulo
 Ford Focus SE PLUS ,2016, R$ 59.799 ,95700,Minas Gerais
 Renault Sandero STEPWAY ,2012, R$ 35.299 ,90100,Rio de Janeiro
 Toyota Yaris XS MULTIDRIVE ,2019, R$ 80.799 ,41150,São Paulo
 Toyota Corolla GLI UPPER ,2018, R$ 89.499 ,46250,São Paulo
 Honda Fit EX ,2018, R$ 78.999 ,38200,São Paulo
 Hyundai HB20 COMFORT ,2016, R$ 48.799 ,96580,São Paulo
 Honda Hr-V TURBO TOURING ,2020, R$ 139.999 ,31730,Rio de Janeiro
 Chevrolet Onix MPFI LT ,2014, R$ 42.499 ,92470,São Paulo
 Renault Sandero SCE GT LINE ,2018, R$ 53.299 ,73271,Rio de Janeiro
 Chevrolet Spin LTZ ,2016, R$ 59.299 ,101120,São Paulo
 Chevrolet Onix MPFI JOY ,2019, R$ 52.499 ,53355,Minas Gerais
 Hyundai HB20 UNIQUE ,2019, R$ 55.499 ,37240,Rio de Janeiro
 Volkswagen Up MPI TRACK ,2017, R$ 49.499 ,58500,São Paulo
 Ford Eco Sport DIRECT TITANIUM ,2019, R$ 84.299 ,29420,São Paulo
 Renault Sandero EXPRESSION ,2015, R$ 36.499 ,97430,Rio de Janeiro
 Hyundai HB20 UNIQUE ,2019, R$ 55.499 ,42564,São Paulo
 Hyundai Tucson MPFI GLS 2WD ,2015, R$ 55.299 ,103030,São Paulo
 Chevrolet Onix MPFI LTZ ,2019, R$ 68.299 ,35700,São Paulo
 Fiat Argo FIREFLY DRIVE ,2019, R$ 56.799 ,64141,São Paulo
 Renault Sandero EXPRESSION ,2015, R$ 39.799 ,75000,São Paulo
 Volkswagen Virtus 200 TSI HIGHLINE ,2019, R$ 86.799 ,38000,São Paulo
 Toyota Corolla XEI ,2018, R$ 100.499 ,72969,São Paulo
 Hyundai HB20 UNIQUE ,2019, R$ 55.299 ,49356,São Paulo
 Hyundai HB20 COMFORT PLUS ,2016, R$ 53.799 ,109970,São Paulo
 Honda Fit EX ,2016, R$ 67.799 ,91400,Minas Gerais
 Volkswagen Polo MI ,2013, R$ 37.299 ,106120,São Paulo
 Renault Logan EXPRESSION ,2015, R$ 36.299 ,96650,Minas Gerais
 Hyundai HB20 PREMIUM ,2015, R$ 53.999 ,108600,São Paulo
 Hyundai HB20 UNIQUE ,2019, R$ 55.499 ,40691,São Paulo
 Toyota Corolla XEI ,2019, R$ 107.999 ,46000,São Paulo
 Fiat Punto ATTRACTIVE ,2012, R$ 31.999 ,84000,Rio de Janeiro
 Volkswagen Virtus 200 TSI COMFORTLINE ,2018, R$ 78.799 ,49370,Minas Gerais
 Hyundai Tucson MPFI GLS 2WD ,2014, R$ 52.999 ,95471,São Paulo
 Honda Fit EXL ,2019, R$ 89.499 ,35138,Rio de Janeiro
 Honda Fit LX ,2017, R$ 72.499 ,78517,Rio de Janeiro
 Volkswagen Saveiro CROSS CD ,2017, R$ 79.799 ,62548,Minas Gerais
 Chevrolet Onix MPFI LTZ ,2017, R$ 60.999 ,53439,São Paulo
 Honda Fit LX ,2020, R$ 84.999 ,35180,São Paulo
 Volkswagen Virtus 200 TSI HIGHLINE ,2018, R$ 81.499 ,30658,São Paulo
 Honda Hr-V EX ,2019, R$ 108.999 ,30600,São Paulo
 Honda Civic LXR ,2016, R$ 75.299 ,97115,São Paulo
 Hyundai HB20S COMFORT PLUS ,2015, R$ 51.799 ,99650,São Paulo
 Kia Sportage EX ,2015, R$ 88.799 ,83700,São Paulo
 Chevrolet Prisma MPFI LT ,2017, R$ 61.299 ,48999,São Paulo
 Honda Fit EX ,2019, R$ 86.299 ,12200,São Paulo
 Honda Fit LX ,2019, R$ 82.499 ,33946,São Paulo
 Chevrolet Onix MPFI LT ,2017, R$ 50.299 ,94522,São Paulo
 Fiat Palio MPI ESSENCE ,2014, R$ 37.799 ,91780,Minas Gerais
 Honda Civic LXL ,2013, R$ 61.999 ,110000,São Paulo
 Hyundai HB20 COMFORT ,2018, R$ 54.999 ,39604,Rio de Janeiro
 Hyundai HB20 COMFORT ,2018, R$ 54.499 ,55298,Minas Gerais
 Toyota Corolla XEI ,2018, R$ 100.999 ,57800,São Paulo
 Fiat Grand Siena MPI ATTRACTIVE ,2013, R$ 36.999 ,97288,São Paulo
 Chevrolet Spin ACTIV ,2020, R$ 86.499 ,28500,Rio de Janeiro
 Bmw X3 35I M SPORT ,2013, R$ 117.299 ,98500,São Paulo
 Volkswagen Jetta I ,2010, R$ 40.299 ,83250,São Paulo
 Toyota Yaris SEDAN XS MULTIDRIVE ,2019, R$ 80.799 ,55085,São Paulo
 Hyundai HB20 UNIQUE ,2019, R$ 55.499 ,43790,São Paulo
 Peugeot 208 ACTIVE ,2017, R$ 43.999 ,96000,São Paulo
 Renault Kwid SCE INTENSE ,2018, R$ 45.299 ,73216,São Paulo
 Nissan Versa SV ,2017, R$ 55.999 ,78314,São Paulo
 Honda Fit LX ,2016, R$ 67.799 ,80000,São Paulo
 Kia Sportage EX ,2014, R$ 82.499 ,111593,São Paulo
 Chevrolet Onix MPFI JOY ,2019, R$ 52.499 ,54649,Minas Gerais
 Ford Eco Sport TI-VCT SE ,2020, R$ 76.799 ,23789,São Paulo
 Bmw 118i SPORT GP ,2020, R$ 193.499 ,18651,São Paulo
 Fiat Argo FIREFLY DRIVE ,2019, R$ 61.999 ,46730,São Paulo
 Honda Hr-V LX ,2018, R$ 94.499 ,41255,São Paulo
 Volkswagen Virtus 200 TSI COMFORTLINE ,2019, R$ 80.799 ,50036,São Paulo
 Renault Duster DYNAMIQUE ,2015, R$ 52.499 ,91610,São Paulo
 Citroën Aircross VTI 120 LIVE ,2019, R$ 62.799 ,39842,São Paulo
 Renault Logan SCE EXPRESSION EASY-R ,2017, R$ 42.799 ,93614,Rio de Janeiro
 Honda Fit LX ,2020, R$ 84.999 ,35566,São Paulo
 Chevrolet Prisma MPFI LT ,2015, R$ 45.499 ,92225,São Paulo
 Volkswagen Fox MSI TOTAL XTREME ,2019, R$ 63.999 ,48035,Minas Gerais
 Honda Fit DX ,2017, R$ 71.799 ,69000,São Paulo
 Ford Eco Sport TI-VCT FREESTYLE ,2019, R$ 78.499 ,39000,São Paulo
 Honda Hr-V EXL ,2019, R$ 114.299 ,30554,São Paulo
 Chevrolet Montana MPFI LS CS ,2017, R$ 49.499 ,70279,São Paulo
 Chevrolet Onix MPFI LT ,2019, R$ 56.799 ,52767,São Paulo
 Renault Kwid SCE ZEN ,2019, R$ 45.499 ,41000,São Paulo
 Ford Eco Sport TI-VCT SE ,2020, R$ 76.499 ,35514,São Paulo
 Nissan March SL ,2016, R$ 43.799 ,98348,Minas Gerais
 Chevrolet Onix MPFI LT ,2019, R$ 68.299 ,36600,Minas Gerais
 Ford Ka TI-VCT SE ,2019, R$ 50.799 ,44200,Minas Gerais
 Ford Fiesta ROCAM SE ,2014, R$ 30.299 ,100832,Minas Gerais
 Renault Sandero STEPWAY RIP CURL ,2016, R$ 50.299 ,101000,Minas Gerais
 Honda Fit EXL ,2018, R$ 83.299 ,37755,São Paulo
 Toyota Corolla GLI ,2019, R$ 94.299 ,38045,São Paulo
 Chevrolet Onix MPFI JOY ,2018, R$ 49.499 ,71200,São Paulo
 Volvo Xc90 T8 MOMENTUM ,2021, R$ 430.799 ,16000,São Paulo
 Honda Civic LXR ,2014, R$ 66.999 ,106575,Rio de Janeiro
 Chevrolet Spin LTZ ,2018, R$ 68.799 ,74637,São Paulo
 Fiat Punto ESSENCE ,2013, R$ 37.299 ,100410,São Paulo
 Kia Sportage EX ,2014, R$ 82.799 ,103220,Minas Gerais
 Volkswagen Saveiro CROSS CE ,2017, R$ 77.999 ,94872,São Paulo
 Ford Fiesta ROCAM SE ,2014, R$ 30.299 ,101480,Minas Gerais
 Hyundai I30 MPI ,2015, R$ 69.299 ,54255,São Paulo
 Volkswagen Up MPI RUN UP ,2017, R$ 49.799 ,78954,São Paulo
 Toyota Yaris SEDAN XL PLUS TECH MULTDRIVE ,2019, R$ 79.299 ,54395,São Paulo
 Hyundai HB20 COMFORT PLUS ,2014, R$ 46.999 ,94820,São Paulo
 Ford Fiesta MPI CLASS HATCH ,2013, R$ 30.999 ,98000,São Paulo
 Chevrolet Prisma MPFI LTZ ,2016, R$ 55.499 ,103440,Minas Gerais
 Chevrolet Onix MPFI LT ,2019, R$ 56.999 ,49144,Minas Gerais
 Hyundai HB20 PREMIUM ,2016, R$ 63.299 ,40400,Rio de Janeiro
 Chevrolet Onix MPFI LTZ ,2016, R$ 58.299 ,67464,São Paulo
 Ford Eco Sport TI-VCT SE ,2019, R$ 72.799 ,53000,São Paulo
 Hyundai HB20 PREMIUM ,2019, R$ 73.799 ,28256,São Paulo
 Renault Sandero EXPRESSION ,2016, R$ 41.799 ,100419,Rio de Janeiro
 Honda Fit LX ,2016, R$ 67.299 ,103140,São Paulo
 Hyundai I30 MPI ,2014, R$ 60.999 ,86746,São Paulo
 Renault Duster SCE EXPRESSION ,2019, R$ 75.299 ,50633,São Paulo
 Ford Ka TIVCT SE SEDAN ,2019, R$ 51.299 ,57570,Minas Gerais
 Hyundai HB20 COMFORT ,2016, R$ 48.799 ,99325,São Paulo
 Toyota Corolla XEI ,2018, R$ 100.799 ,62050,São Paulo
 Nissan March ACTIVE ,2015, R$ 39.299 ,88891,São Paulo
 Chevrolet Spin ACTIV ,2015, R$ 52.799 ,89000,São Paulo
 Hyundai HB20 COMFORT PLUS ,2017, R$ 50.799 ,70528,Rio de Janeiro
 Fiat Idea MPI ADVENTURE ,2013, R$ 38.499 ,110195,São Paulo
 Toyota Yaris XL MULTIDRIVE ,2020, R$ 79.799 ,21959,Rio de Janeiro
 Mercedes Benz GLA 200 CGI ADVANCE ,2018, R$ 155.299 ,47000,São Paulo
 Chevrolet Prisma MPFI LTZ ,2014, R$ 48.499 ,98360,São Paulo
 Honda Fit EX ,2019, R$ 85.299 ,37181,São Paulo
 Fiat Uno WAY ,2012, R$ 32.999 ,96730,São Paulo
 Fiat Argo FIREFLY DRIVE ,2018, R$ 55.299 ,44170,Rio de Janeiro
 Hyundai HB20 COMFORT ,2017, R$ 50.799 ,71400,São Paulo
 Fiat Grand Siena MPI ESSENCE ,2013, R$ 37.299 ,93550,São Paulo
 Chevrolet Prisma MPFI JOY ,2018, R$ 49.799 ,61813,São Paulo
 Hyundai HB20 UNIQUE ,2019, R$ 55.499 ,37774,São Paulo
 Renault Sandero STEPWAY ,2016, R$ 48.799 ,85271,São Paulo
 Chevrolet Onix MPFI LTZ ,2018, R$ 66.299 ,77400,São Paulo
 Hyundai HB20 COMFORT ,2018, R$ 54.299 ,65115,São Paulo
 Toyota Corolla XRS ,2018, R$ 102.999 ,42581,São Paulo
 Hyundai HB20S TGDI  DIAMOND ,2020, R$ 84.799 ,28410,São Paulo
 Honda Civic EXR ,2014, R$ 72.299 ,92330,Rio de Janeiro
 Hyundai HB20 PREMIUM ,2019, R$ 73.799 ,35668,São Paulo
 Volkswagen Polo MI SPORTLINE ,2013, R$ 41.299 ,101240,São Paulo
 Toyota Corolla GLI UPPER ,2019, R$ 95.299 ,36246,São Paulo
 Kia Sportage EX ,2016, R$ 97.299 ,68025,São Paulo
 Toyota Yaris XL PLUS TECH MULTIDRIVE ,2019, R$ 78.799 ,48320,São Paulo
 Chevrolet Onix MPFI LTZ ,2015, R$ 50.799 ,73231,São Paulo
 Toyota Yaris XL PLUS TECH MULTIDRIVE ,2019, R$ 79.299 ,29231,São Paulo
 Honda Civic LXR ,2014, R$ 66.999 ,105112,São Paulo
 Bmw 118i SPORT GP ,2020, R$ 193.499 ,20743,São Paulo
 Ford Eco Sport DIRECT TITANIUM ,2019, R$ 83.499 ,45116,Rio de Janeiro
 Fiat Argo FIREFLY DRIVE ,2018, R$ 54.799 ,68350,Minas Gerais
 Chevrolet Onix MPFI JOY ,2019, R$ 52.499 ,52449,São Paulo
 Citroën Aircross FEEL ,2017, R$ 57.299 ,95791,Minas Gerais
 Chevrolet Prisma MPFI LTZ ,2013, R$ 45.799 ,83570,São Paulo
 Chevrolet Onix MPFI JOY ,2018, R$ 49.999 ,55578,São Paulo
 Renault Logan AUTHENTIQUE ,2015, R$ 35.999 ,70700,São Paulo
 Hyundai HB20 COMFORT STYLE ,2014, R$ 47.299 ,84689,São Paulo
 Toyota Corolla GLI UPPER ,2019, R$ 94.799 ,51190,São Paulo
 Renault Sandero SCE ZEN ,2020, R$ 63.799 ,14159,São Paulo
 Hyundai HB20 UNIQUE ,2019, R$ 55.299 ,53000,São Paulo
 Honda Fit LX ,2016, R$ 68.299 ,66620,São Paulo
 Honda Fit LX ,2015, R$ 62.299 ,86740,Minas Gerais
 Fiat Uno FIREFLY ATTRACTIVE ,2017, R$ 41.999 ,80035,São Paulo
 Chevrolet Spin LTZ ,2016, R$ 59.799 ,80925,São Paulo
 Toyota Corolla XEI ,2018, R$ 100.799 ,61999,São Paulo
 Volkswagen Fox MSI TOTAL XTREME ,2019, R$ 64.299 ,43413,São Paulo
 Volkswagen Virtus 200 TSI COMFORTLINE ,2018, R$ 78.299 ,67436,São Paulo
 Mercedes Benz A 200 CGI ADVANCE SEDAN ,2019, R$ 213.299 ,17750,Minas Gerais
 Ford Eco Sport 4WD ,2011, R$ 39.799 ,86169,São Paulo
 Chery QQ MPFI LOOK ,2018, R$ 32.799 ,65000,Rio de Janeiro
 Chevrolet Onix MPFI JOY ,2019, R$ 52.799 ,40339,Minas Gerais
 Chery Tiggo 2 MPFI LOOK ,2019, R$ 71.299 ,40083,São Paulo
 Chevrolet Onix MPFI LT ,2018, R$ 55.299 ,64192,Minas Gerais
 Hyundai HB20 UNIQUE ,2019, R$ 55.799 ,33519,São Paulo
 Ford Focus SE PLUS FASTBACK ,2016, R$ 58.499 ,92000,Rio de Janeiro
 Fiat Siena MPI ESSENCE ,2012, R$ 32.299 ,105780,Minas Gerais
 Hyundai HB20 UNIQUE ,2019, R$ 55.799 ,26969,São Paulo
 Toyota Yaris XS MULTIDRIVE ,2020, R$ 86.799 ,25749,São Paulo
 Ford Fiesta ROCAM HATCH ,2013, R$ 30.999 ,101942,Rio de Janeiro
 Chevrolet Tracker MPFI LTZ ,2015, R$ 70.799 ,92869,São Paulo
 Chevrolet Prisma MPFI LT ,2016, R$ 55.999 ,92000,São Paulo
 Honda Fit LX ,2017, R$ 73.499 ,47571,São Paulo
 Volkswagen Up MPI TAKE UP ,2015, R$ 34.299 ,92423,São Paulo
 Chevrolet Onix MPFI LTZ ,2016, R$ 56.499 ,83000,São Paulo
 Chery Tiggo 2 MPFI LOOK ,2020, R$ 73.499 ,30000,São Paulo
 Ford Eco Sport TI-VCT SE ,2020, R$ 77.299 ,45923,São Paulo
 Volvo Xc90 T6 INSCRIPTION AWD ,2017, R$ 292.799 ,62912,São Paulo
 Toyota Yaris XLS MULTIDRIVE ,2019, R$ 85.799 ,29968,São Paulo
 Chevrolet Prisma MPFI LT ,2015, R$ 48.499 ,81947,São Paulo
 Honda Hr-V EXL ,2020, R$ 120.999 ,25540,Rio de Janeiro
 Chevrolet Spin ACTIV ,2017, R$ 63.499 ,89776,São Paulo
 Ford Eco Sport TI-VCT SE DIRECT ,2020, R$ 77.999 ,30716,São Paulo
 Peugeot 208 ACTIVE ,2014, R$ 37.299 ,105450,Rio de Janeiro
 Toyota Etios X SEDAN ,2018, R$ 56.999 ,71480,São Paulo
 Renault Sandero SCE AUTHENTIQUE ,2017, R$ 41.499 ,84131,São Paulo
 Volkswagen Up MPI TAKE UP ,2016, R$ 41.799 ,78840,São Paulo
 Nissan Versa SV ,2017, R$ 52.799 ,100484,São Paulo
 Fiat Argo FIREFLY DRIVE ,2019, R$ 61.999 ,46522,São Paulo
 Chevrolet Onix MPFI LTZ ,2014, R$ 47.799 ,106780,São Paulo
 Ford Eco Sport TI-VCT 100 ANOS ,2020, R$ 85.799 ,24800,São Paulo
 Hyundai Tucson MPFI GLS 2WD ,2015, R$ 55.499 ,91288,São Paulo
 Hyundai Tucson MPFI GLS 2WD ,2013, R$ 48.799 ,96568,São Paulo
 Renault Sandero SCE EXPRESSION ,2017, R$ 44.799 ,73510,Minas Gerais
 Hyundai HB20 COMFORT ,2017, R$ 50.799 ,69347,São Paulo
 Chevrolet Onix MPFI LS ,2013, R$ 39.799 ,62380,Minas Gerais
 Honda Fit LX ,2017, R$ 72.999 ,67360,São Paulo
 Hyundai I30 MPI ,2015, R$ 68.499 ,80665,São Paulo
 Honda Fit LX ,2016, R$ 67.999 ,71218,São Paulo
 Hyundai HB20 PREMIUM ,2014, R$ 50.999 ,72601,Rio de Janeiro
 Chevrolet Onix MPFI LTZ ,2018, R$ 65.799 ,62857,Minas Gerais
 Toyota Corolla GLI ,2018, R$ 86.799 ,73689,São Paulo
 Chevrolet Onix MPFI ACTIV ,2019, R$ 73.999 ,38606,São Paulo
 Kia Picanto EX ,2016, R$ 43.799 ,66823,São Paulo
 Hyundai HB20 COMFORT PLUS ,2019, R$ 68.499 ,37653,São Paulo
 Volkswagen Up TSI MOVE UP ,2017, R$ 57.799 ,77173,São Paulo
 Mercedes Benz A 250 CGI VISION ,2020, R$ 241.799 ,22163,São Paulo
 Chevrolet Tracker MPFI LTZ ,2015, R$ 71.299 ,76953,São Paulo
 Honda Fit LX ,2017, R$ 73.499 ,45507,Minas Gerais
 Mitsubishi Lancer HL ,2017, R$ 61.799 ,91650,São Paulo
 Mini Countryman TWINPOWER TURBO COOPER S ALL4 ,2019, R$ 182.499 ,37307,São Paulo
 Citroën C3 TENDANCE AUT ,2015, R$ 44.499 ,81929,São Paulo
 Volkswagen Fox MI ROCK IN RIO ,2014, R$ 43.499 ,89223,São Paulo
 Mitsubishi L200 Triton HPE CD V6 ,2015, R$ 95.299 ,110455,Minas Gerais
 Honda Fit LX ,2017, R$ 73.299 ,58489,São Paulo
 Peugeot 208 ACTIVE PACK ,2015, R$ 39.799 ,110360,Rio de Janeiro
 Citroën Aircross FEEL ,2016, R$ 56.299 ,89000,São Paulo
 Hyundai HB20S COMFORT PLUS ,2014, R$ 46.299 ,76620,São Paulo
 Ford Focus SE PLUS ,2016, R$ 60.499 ,66000,Minas Gerais
 Hyundai HB20 TGDI  DIAMOND ,2020, R$ 83.999 ,28100,Rio de Janeiro
 Volkswagen Tiguan TSI TURBO ,2011, R$ 58.299 ,108600,São Paulo
 Chevrolet Onix MPFI JOY ,2019, R$ 52.999 ,29150,Rio de Janeiro
 Toyota Corolla XEI ,2018, R$ 100.999 ,56892,São Paulo
 Hyundai Tucson MPFI GLS 2WD ,2017, R$ 63.799 ,81000,São Paulo
 Honda Fit EX ,2018, R$ 78.299 ,65723,São Paulo
 Fiat Grand Siena MPI ATTRACTIVE ,2014, R$ 38.999 ,104071,São Paulo
 Fiat Uno FIREFLY WAY ,2018, R$ 47.299 ,54418,São Paulo
 Peugeot 208 ACTIVE ,2019, R$ 49.499 ,56536,São Paulo
 Hyundai HB20 COMFORT STYLE ,2016, R$ 49.299 ,82790,Minas Gerais
 Fiat Argo FIREFLY DRIVE ,2018, R$ 54.799 ,66586,São Paulo
 Hyundai HB20 COMFORT PLUS ,2015, R$ 45.799 ,110507,Minas Gerais
 Hyundai HB20 COMFORT PLUS ,2019, R$ 59.799 ,44800,São Paulo
 Fiat Idea MPI ATTRACTIVE ,2014, R$ 35.999 ,108664,São Paulo
 Chevrolet Onix MPFI LT ,2016, R$ 45.999 ,89510,São Paulo
 Hyundai Tucson MPFI GLS 2WD ,2017, R$ 63.299 ,93270,São Paulo
 Honda Fit EX ,2019, R$ 85.799 ,24763,São Paulo
 Toyota Corolla GLI UPPER ,2019, R$ 94.799 ,50206,São Paulo
 Toyota Yaris XS MULTIDRIVE ,2019, R$ 81.299 ,27504,São Paulo
 Chevrolet Onix MPFI JOY ,2019, R$ 52.799 ,45779,São Paulo
 Toyota Corolla XEI ,2018, R$ 101.799 ,43570,São Paulo
 Renault Kwid SCE ZEN ,2018, R$ 42.799 ,68366,São Paulo
 Renault Duster FLEX MANUAL ,2014, R$ 49.999 ,72040,São Paulo
 Volkswagen Up MPI RUN UP ,2017, R$ 50.799 ,47350,Rio de Janeiro
 Honda Fit LX ,2017, R$ 73.499 ,46602,São Paulo
 Honda Civic LXR ,2015, R$ 70.999 ,109692,São Paulo
 Chevrolet Onix MPFI JOY ,2019, R$ 52.499 ,52311,São Paulo
 Volkswagen Virtus 200 TSI COMFORTLINE ,2019, R$ 80.999 ,40290,São Paulo
 Ford Eco Sport XLT ,2012, R$ 41.299 ,111000,São Paulo
 Renault Sandero EXPRESSION ,2016, R$ 41.999 ,88100,São Paulo
 Hyundai HB20 COMFORT PLUS ,2017, R$ 50.799 ,68885,Minas Gerais
 Toyota Yaris XLS MULTIDRIVE ,2020, R$ 92.299 ,24620,Rio de Janeiro
 Volkswagen Fox MI TREND ,2013, R$ 34.799 ,96670,São Paulo
 Chevrolet Prisma MPFI LT ,2015, R$ 47.999 ,106708,São Paulo
 Chevrolet Prisma MPFI MAXX ,2011, R$ 27.299 ,104560,São Paulo
 Hyundai Tucson MPFI GLS 2WD ,2017, R$ 63.299 ,99140,Minas Gerais
 Chevrolet Spin LTZ ,2018, R$ 63.499 ,63187,São Paulo
 Chevrolet Onix MPFI LT ,2013, R$ 40.299 ,83767,São Paulo
 Toyota RAV4 AUTOMATICO GASOLINA ,2014, R$ 85.799 ,73038,São Paulo
 Fiat Siena MPI EL ,2014, R$ 37.499 ,78470,Rio de Janeiro
 Fiat Strada MPI ADVENTURE CD ,2018, R$ 76.999 ,77020,São Paulo
 Chevrolet Onix MPFI LTZ ,2019, R$ 68.299 ,37474,São Paulo
 Honda Fit LX ,2017, R$ 72.999 ,65929,São Paulo
 Ford Ka TI-VCT  SE PLUS SEDAN ,2020, R$ 65.999 ,33045,São Paulo
 Honda Fit DX ,2017, R$ 70.799 ,98027,São Paulo
 Volvo V40 T5 CROSS COUNTRY AWD TURBO ,2014, R$ 82.299 ,92662,São Paulo
 Hyundai HB20 COMFORT PLUS ,2015, R$ 45.999 ,89833,São Paulo
 Hyundai HB20 COMFORT PLUS ,2017, R$ 50.299 ,94399,São Paulo
 Hyundai HB20 UNIQUE ,2019, R$ 55.499 ,42072,São Paulo
 Chevrolet Onix MPFI LS ,2016, R$ 46.299 ,93000,São Paulo
 Peugeot 208 ACTIVE ,2015, R$ 39.799 ,101740,Minas Gerais
 Renault Sandero SCE EXPRESSION ,2019, R$ 51.299 ,45824,São Paulo
 Chevrolet Tracker MPFI LTZ ,2014, R$ 68.499 ,89703,São Paulo
 Hyundai Tucson MPFI GLS 2WD ,2014, R$ 52.999 ,95572,São Paulo
 Hyundai HB20 COMFORT PLUS ,2016, R$ 48.799 ,94609,São Paulo
 Volkswagen Saveiro MSI TRENDLINE CS ,2020, R$ 66.299 ,43440,Minas Gerais
 Ford Focus SE FASTBACK ,2016, R$ 58.299 ,101800,Minas Gerais
 Volkswagen Fox MI ,2014, R$ 42.299 ,99989,São Paulo
 Honda Fit DX ,2017, R$ 72.499 ,42389,São Paulo
 Ford Ka TI-VCT SE ,2018, R$ 46.999 ,51730,São Paulo
 Renault Logan DYNAMIQUE ,2014, R$ 40.799 ,101100,São Paulo
 Fiat Siena MPI EL ,2014, R$ 37.299 ,88900,São Paulo
 Ford Fiesta TITANIUM HATCH ,2014, R$ 44.499 ,90244,Rio de Janeiro
 Honda Fit LX ,2015, R$ 58.499 ,100315,São Paulo
 Chevrolet Prisma MPFI LT ,2015, R$ 45.499 ,91270,São Paulo
 Volkswagen Virtus 200 TSI COMFORTLINE ,2020, R$ 83.499 ,42606,São Paulo
 Chevrolet Onix MPFI LTZ ,2015, R$ 50.499 ,107040,São Paulo
 Bmw X3 20I ,2014, R$ 106.799 ,109363,São Paulo
 Fiat Palio MPI ATTRACTIVE ,2013, R$ 32.799 ,91250,São Paulo
 Volkswagen Up TSI MOVE UP ,2018, R$ 59.499 ,67040,São Paulo
 Chevrolet Onix MPFI LT ,2019, R$ 56.799 ,53283,São Paulo
 Ford Eco Sport TI-VCT FREESTYLE ,2019, R$ 77.999 ,54811,São Paulo
 Chevrolet Prisma MPFI JOY ,2019, R$ 53.799 ,43418,São Paulo
 Toyota Corolla XEI ,2018, R$ 100.299 ,74114,São Paulo
 Fiat Argo FIREFLY DRIVE ,2019, R$ 62.299 ,35858,São Paulo
 Ford Eco Sport TIVCT FREESTYLE ,2019, R$ 77.799 ,45524,São Paulo
 Toyota Corolla XEI ,2013, R$ 62.299 ,70693,Rio de Janeiro
 Hyundai HB20 UNIQUE ,2019, R$ 55.499 ,36931,São Paulo
 Fiat Toro EVO FREEDOM ,2018, R$ 91.299 ,54000,São Paulo
 Bmw 328i SPORT GP ACTIVE ,2017, R$ 164.299 ,45866,São Paulo
 Honda Fit LX ,2017, R$ 73.799 ,38751,São Paulo
 Volkswagen Saveiro CROSS CD ,2019, R$ 85.299 ,50681,São Paulo
 Hyundai HB20 COMFORT PLUS ,2018, R$ 58.999 ,36373,São Paulo
 Chevrolet Onix MPFI LT ,2018, R$ 63.299 ,68988,Minas Gerais
 Ford Ka TI-VCT SE PLUS ,2019, R$ 58.999 ,53684,São Paulo
 Hyundai Tucson MPFI GLS 2WD ,2014, R$ 52.799 ,110867,São Paulo
 Citroën C3 ORIGINE ,2017, R$ 41.799 ,71894,São Paulo
 Hyundai HB20 UNIQUE ,2019, R$ 55.299 ,46977,São Paulo
